region,listing_no,listing_title,point_name,point_type,latitude,longitude,os_grid_ref,access_notes,description,category
North Wales,19,"Castell Dinas Bran, Llangollen",Eglwseg Rocks,nearby_feature,52.9948,-3.1665,SJ218448,Fairy escarpment north of Dinas Bran,"Fairies were also encountered at Eglwseg Rocks, a rocky escarpment running north of Dinas Bran. A man walking there one summer night saw a group of fairies accompanied by a dog. The entrance to their subterranean home was said to be a hole hidden below a stone.",natural stones
North Wales,20,"Moel Arthur, Nannerch",Moel Arthur,main,53.1845,-3.2805,SJ145660,,"This steep hill, crowned with an Iron Age fort, is said to be the site of a battle between King Arthur and Saxon invaders. The fight did not go in Arthur's favour and he escaped on his horse, a magical beast able to leap over large distances. As the pair rode south, they leapt over a cliff near Loggerheads and landed on a stone which still bears the imprint of the horse's hoof. Now named Carreg Carn March Arthur, this ancient boundary stone lies next to the A494 road. Moel Arthur is also reputed to contain treasure watched over by a mysterious woman in grey and buried in an iron chest. Sometimes the chest emits a supernatural light to reveal its location but whenever an attempt is made to uncover the treasure a fierce storm blows in and drives the diggers away. One man who went up the hill with his pickaxe encountered the grey lady who gave him a pea pod and told him to go home. He did as he was told and on returning home found golden peas inside the pod. The grey lady could be seen as a fairy guardian or an embodiment of the hill's spirit of place.",hills
North Wales,20,"Moel Arthur, Nannerch",Carreg Carn March Arthur,nearby_feature,53.1551,-3.1942,SJ202626,Hoof-print boundary stone by the A494,"As Arthur and his horse rode south they leapt over a cliff near Loggerheads and landed on a stone which still bears the imprint of the horse's hoof. Now named Carreg Carn March Arthur, this ancient boundary stone lies next to the A494 road.",natural stones
North Wales,20,"Moel Arthur, Nannerch",Trailhead Parking,trailhead,53.1823,-3.2779,SJ146657,800m,Trailhead / parking for Moel Arthur (800m).,hills
North Wales,21,"St Tecla's Well, Llandegla",St Tecla's Well,main,53.0616,-3.2029,SJ194522,,"The waters of St Tecla's well were reputed to cure epilepsy, known locally as clwyf Tegla, 'Tecla's disease'. In a bizarre ritual said to cure the condition and first recorded in the 17th century, the afflicted person washed their limbs in the well at dusk before walking around it three times while carrying a chicken. They then had to walk around the church three times before spending the night under the altar with the chicken. An offering of money was dropped in the well and the chicken was left in the church. If the chicken died, the ritual had been successful, leaving the patient cured. This practice was said to have continued for many years, with subsequent writers adding more elaborate steps to the ritual including pricking the chicken with a pin. An excavation at the well uncovered layers of pins and coins, suggesting that at least some aspects of the story are true. The well now sits in the dappled shade of overhanging trees and the spring water fills a shallow, stone-lined pool overgrown with vegetation.",wells
North Wales,21,"St Tecla's Well, Llandegla",Trailhead,trailhead,53.0627,-3.2029,SJ194523,100m,Trailhead / parking for St Tecla's Well (100m).,wells
North Wales,22,"St Trillo's Chapel, Rhos on Sea",St Trillo's Chapel,main,53.3144,-3.7406,SH841811,,"Laying claim to the title of smallest church in Britain, St Trillo's Chapel was founded by the saint in the 6th century on the site of an ancient sacred spring. St Trillo was guided to the spot by a glowing column of light that emanated from the natural spring which he found to have healing properties. The well lies beneath the altar inside the tiny stone chapel close to the seafront with seating for only six people. It is opened daily for visitors.",sacred buildings
North Wales,23,"St Winefride's Well, Holywell",St Winefride's Well,main,53.2771,-3.2235,SJ185762,Popular £,"The only holy well and religious shrine in the country to survive the Reformation intact, St Winefride's is one of the most famous holy wells in Britain. Founded in the 7th century it is still a major place of pilgrimage visited by thousands each year, and many miraculous acts of healing have been known to occur there. The spring is said to have emerged at the place where St Winefride's severed head struck the ground following her decapitation by Caradog, a local chieftain whose advances she spurned. Her uncle St Beuno miraculously restored the saint to life, although she bore a fine white scar around her neck as a reminder of her ordeal. Cast-off crutches and other memorabilia are displayed around the well – testament to the many who have been cured. The current elaborate stone chapel was built over the spring in the Tudor period and features a star-shaped pool where the crystal-clear waters emerge, and a large bathing pool where pilgrims immerse themselves before kneeling to pray on Beuno's Stone in the water. The red staining on this and smaller stones in the well are said to be from St Winefride's blood. To the side is St Winefride's shrine where pilgrims leave lighted candles, rosaries and other offerings. St Winefride's Well has been called one of the seven wonders of Wales and still retains the feel of a venerated Catholic shrine and pilgrimage site although its origins are far older and rooted in Celtic Christianity.",wells
North Wales,24,Pennant Melangell Church,Pennant Melangell Church,main,52.8276,-3.4497,SJ024265,,"Within the remote little church at Pennant Melangell is the 12th-century shrine to St Melangell, the patron saint of hares, which are known locally as 'Melangell's lambs'. According to legend, Brochwel Prince of Powys and his hounds were pursuing a hare when they came across a strange young woman at prayer in the forest. The terrified hare hid beneath her cloak and despite being urged on by the prince the hounds refused to go near her. When Brochwel demanded her name she identified herself as Melangell, adding she had escaped an arranged marriage in Ireland so that she might worship God in peace. Realising he was in the presence of a saint, Brochwel granted her the land in the valley where the church still stands. The story of St Melangell, the hare and Prince Brochwel is carved into the 15th-century wooden rood screen in the church, while offerings are frequently left at her restored shrine which incorporates a natural rock outcrop. The church itself stands in a circular churchyard, thought to be a Bronze Age burial site and ringed by ancient yew trees – a sure sign that this sacred place is very ancient indeed. St Melangell may be a pre-Christian goddess whose story has been amended to incorporate changing beliefs over the centuries.",sacred buildings
North Wales,25,Pistyll Rhaeadr & the Berwyn Mountains,Pistyll Rhaeadr (waterfall parking),main,52.855,-3.3768,SJ073295,£; Popular,"Described as one of the seven wonders of Wales, Pistyll Rhaeadr claims to be Wales' highest waterfall where water from the Berwyn Mountains drops 80m over three stages. The middle fall passes beneath the 'Fairy Bridge', a natural stone arch that the fairies who live in the mossy cliffs are said to cross. Two spirits haunt the waterfall: at the upper falls a white lady with long skirts, her face concealed behind her hair, has appeared, while a monk has been seen by the pool at the bottom of the lower fall. On occasion the water would flow with a reddish tinge which gave rise to the belief that it was blood from the victims of a monstrous winged serpent that made its lair in the rocks at the top of the waterfall. The gwiber, a Welsh dragon, had lairs at Craig Sychtyn, now just over the border in Shropshire, and at Penygarnedd. It would fly between them, wreaking havoc and killing people and livestock. It was eventually killed after a wise woman advised the locals to drape a red cloth over a pillar with sharp spikes attached. The gwiber, enraged by the red cloth, coiled itself around the post but as it squeezed tighter the spikes killed it. Known as Post y Wiber, this prehistoric stone pillar still stands at the edge of a field. The magical Pistyll Rhaeadr waterfall acts as a gateway to an otherworldly kingdom in the Berwyn Mountains and the entrance, guarded by a magical fish, lies in the waters of Llyn Lluncaws. The trail past the lake leads along a high ridge and eventually reaches the summit of Cadair Bronwen. Near the summit lies Bwrdd Arthur, 'King Arthur's Table', a large flat rock that conceals buried treasure although a terrible storm will blow up whenever anyone tries to uncover it. An alternative location for this treasure is a hidden chamber with a great sword hanging over the entrance that will fall on anyone trying to enter. Cadair Bronwen was once home to a giant whose brother lived on Cadair Idris and the two shared a hammer which they would throw back and forth between their mountaintops. One day Idris, angry at how often his brother used the hammer, threw it so hard that it sailed right over the mountain and landed some kilometres away near Llanarmon Dyffryn Ceiriog where it left a deep hollow in the ground. There is also a belief that the spirit of Welsh hero Owain Glyndwr, who led an uprising against the English in the early 15th century, resides in the Berwyn Mountains, waiting for the day when he will lead the Welsh to victory. South of the Berwyns, overlooking the village of Llanfyllin, St Myllin's Well was a popular healing site and visited by the villagers on Trinity Sunday. It is situated below a large sycamore tree and the water flows down through a series of stone basins. Hikers and day trippers often spurn the remote and mystical Berwyn mountains in favour of the more popular Snowdonia. The Pistyll Rhaeadr waterfall itself is often busy and has a small café with images of the dragon, but with such a wealth of folklore in the surrounding area it is well worth exploring farther afield.",natural water features
